,Currency,Country,Label,Value,Year
8774,IRR,Irán,2014-08-23,0.0,2014
20024,ZAR,Sudáfrica,2014-08-23,86.85,2014
20011,ZAR,Sudáfrica,2014-05-24,110.01,2014
15582,RUB,Rusia,2014-08-23,188.6,2014
14680,PLN,Polonia,2014-08-23,27.31,2014
3606,COP,Colombia,2014-08-23,16.75,2014
61,AED,Emiratos Árabes Unidos,2014-08-23,7.87,2014
960,AUD,Australia,2014-08-23,1010.44,2014
4064,CZK,República Checa,2014-01-11,0.83,2014
4500,DKK,Dinamarca,2014-08-23,1.27,2014
17784,TRY,Turquia,2014-01-11,0.0,2014
7914,IDR,Indonesia,2014-08-23,0.0,2014
12997,NZD,Nueva Zelanda,2014-01-11,107.5,2014
8365,INR,India,2014-08-23,33.9,2014
11657,MYR,Malasia,2014-08-23,16.13,2014
15991,SAR,Arabia Saudí,2014-08-23,0.2,2014
7471,HUF,Hungria,2014-08-23,5.13,2014
9563,KES,Kenia,2014-02-22,0.03,2014
4879,DOP,República Dominicana,2014-02-22,0.0,2014
5277,EGP,Egipto,2014-02-22,0.0,2014
11194,MXN,México,2014-02-22,44.55,2014
18529,UAH,Ucrania,2014-02-22,0.0,2014
19998,ZAR,Sudáfrica,2014-02-22,28.89,2014
17319,THB,Tailandia,2014-02-22,119.73,2014
12961,NZD,Nueva Zelanda,2014-02-22,95.19,2014
496,ARS,Argentina,2014-05-24,56.45,2014
13840,PHP,Filipinas,2014-08-23,39.49,2014
483,ARS,Argentina,2014-02-22,26.15,2014
10768,MAD,Marruecos,2014-08-23,0.0,2014
4028,CZK,República Checa,2014-02-22,11.43,2014
19582,VND,Vietnam,2014-08-23,0.2004,2014
15965,SAR,Arabia Saudí,2014-02-22,0.0,2014
4881,DOP,República Dominicana,2014-08-03,0.0,2014
7445,HUF,Hungria,2014-02-22,3.41,2014
2286,CHF,Suiza,2014-02-22,57.19,2014
9173,JPY,Japón,2014-08-23,1.0,2014
16418,SEK,Suecia,2014-02-22,32.79,2014
16895,SGD,Singapur,2014-08-23,7.81,2014
11631,MYR,Malasia,2014-02-22,28.52,2014
2742,CLP,Chile,2014-08-23,4.34,2014
17748,TRY,Turquia,2014-02-22,0.18,2014
37,AED,Emiratos Árabes Unidos,2014-08-03,7.78,2014
4498,DKK,Dinamarca,2014-09-08,3.02,2014
11633,MYR,Malasia,2014-08-03,27.51,2014
5313,EGP,Egipto,2014-01-11,0.0,2014
13364,PEN,Perú,2014-02-22,0.03,2014
934,AUD,Australia,2014-02-22,362.01,2014
18983,USD,Estados Unidos,2014-08-03,2861.74,2014
4025,CZK,República Checa,2014-01-02,23.93,2014
15103,RON,Rumanía,2014-01-02,11.53,2014
9147,JPY,Japón,2014-02-22,1.44,2014
18981,USD,Estados Unidos,2014-02-22,2322.05,2014
8339,INR,India,2014-02-22,27.1,2014
1385,BRL,Brasil,2014-02-22,35.96,2014
2716,CLP,Chile,2014-02-22,16.32,2014
7888,IDR,Indonesia,2014-02-22,0.36,2014
9593,KES,Kenia,2014-09-20,0.87,2014
5698,EUR,Europa,2014-03-22,627.7227,2014
13818,PHP,Filipinas,2014-03-22,14.82,2014
4474,DKK,Dinamarca,2014-02-22,1.32,2014
65,AED,Emiratos Árabes Unidos,2014-09-20,13.6,2014
16869,SGD,Singapur,2014-02-22,20.12,2014
5694,EUR,Europa,2014-02-22,715.44,2014
6595,HKD,Hong Kong,2014-02-22,54.93,2014
3580,COP,Colombia,2014-02-22,7.23,2014
3145,CNY,China,2014-02-22,4.46,2014
19556,VND,Vietnam,2014-02-22,0.0,2014
3149,CNY,China,2014-03-22,9.23,2014
11224,MXN,México,2014-09-20,94.14,2014
48,AED,Emiratos Árabes Unidos,2014-05-24,15.43,2014
9993,KRW,Corea del Sur,2014-02-22,0.0,2014
1867,CAD,Canadá,2014-09-20,316.52,2014
6150,GBP,Reino Unido,2014-03-22,1616.284,2014
16882,SGD,Singapur,2014-05-24,11.29,2014
20028,ZAR,Sudáfrica,2014-09-20,61.52,2014
7047,HRK,Croacia,2014-03-22,1.74,2014
12513,NOK,Noruega,2014-03-22,30.98,2014
3176,CNY,China,2014-09-27,62.94,2014
9997,KRW,Corea del Sur,2014-03-22,0.0,2014
12060,NGN,Nigeria,2014-03-22,0.0,2014
7082,HRK,Croacia,2014-11-22,3.97,2014
7892,IDR,Indonesia,2014-03-22,0.96,2014
10006,KRW,Corea del Sur,2014-05-24,0.1896,2014
18568,UAH,Ucrania,2014-11-22,0.83,2014
5281,EGP,Egipto,2014-03-22,0.0,2014
14220,PKR,Paquistán,2014-03-22,0.22,2014
8343,INR,India,2014-03-22,17.1,2014
14658,PLN,Polonia,2014-03-22,9.72,2014
1389,BRL,Brasil,2014-03-22,20.67,2014
8752,IRR,Irán,2014-03-22,4.02,2014
11220,MXN,México,2014-08-23,83.97,2014
5308,EGP,Egipto,2014-09-27,0.0,2014
5303,EGP,Egipto,2014-08-23,0.0,2014
12087,NGN,Nigeria,2014-09-27,0.0,2014
16422,SEK,Suecia,2014-03-22,41.83,2014
17752,TRY,Turquia,2014-03-22,0.48,2014
6599,HKD,Hong Kong,2014-03-22,39.84,2014
1837,CAD,Canadá,2014-02-22,131.0,2014
7449,HUF,Hungria,2014-03-22,2.52,2014
35,AED,Emiratos Árabes Unidos,2014-02-22,13.78,2014
4478,DKK,Dinamarca,2014-03-22,7.74,2014
8748,IRR,Irán,2014-02-22,0.0,2014
11225,MXN,México,2014-09-27,101.92,2014
8370,INR,India,2014-09-27,142.83,2014
10024,KRW,Corea del Sur,2014-09-27,2.1826,2014
15137,RON,Rumanía,2014-09-27,13.02,2014
4883,DOP,República Dominicana,2014-03-22,0.0,2014
9589,KES,Kenia,2014-08-23,2.41,2014
9567,KES,Kenia,2014-03-22,0.18,2014
3171,CNY,China,2014-08-23,29.77,2014
10746,MAD,Marruecos,2014-03-22,0.0,2014
15996,SAR,Arabia Saudí,2014-09-27,0.07,2014
15587,RUB,Rusia,2014-09-27,290.42,2014
17350,THB,Tailandia,2014-09-27,288.12,2014
8779,IRR,Irán,2014-09-27,0.0,2014
14685,PLN,Polonia,2014-09-27,28.17,2014
9151,JPY,Japón,2014-03-22,4.21,2014
4505,DKK,Dinamarca,2014-09-27,0.09,2014
13845,PHP,Filipinas,2014-09-27,7.2,2014
15969,SAR,Arabia Saudí,2014-03-22,0.0,2014
3584,COP,Colombia,2014-03-22,5.27,2014
16457,SEK,Suecia,2014-11-22,120.66,2014
18985,USD,Estados Unidos,2014-03-22,2950.405277,2014
12540,NOK,Noruega,2014-09-27,65.19,2014
1841,CAD,Canadá,2014-03-22,151.2399928,2014
938,AUD,Australia,2014-03-22,488.14,2014
6626,HKD,Hong Kong,2014-09-27,70.47,2014
20002,ZAR,Sudáfrica,2014-03-22,41.8,2014
6608,HKD,Hong Kong,2014-05-24,21.78,2014
1398,BRL,Brasil,2014-05-24,14.25,2014
4059,CZK,República Checa,2014-09-27,7.27,2014
19012,USD,Estados Unidos,2014-09-27,7857.83,2014
514,ARS,Argentina,2014-09-27,50.46,2014
9178,JPY,Japón,2014-09-27,0.55,2014
1416,BRL,Brasil,2014-09-27,14.09,2014
11644,MYR,Malasia,2014-05-24,27.08,2014
6177,GBP,Reino Unido,2014-09-27,3094.53,2014
18533,UAH,Ucrania,2014-03-22,0.0,2014
4892,DOP,República Dominicana,2014-05-24,0.0,2014
19587,VND,Vietnam,2014-09-27,0.0,2014
5725,EUR,Europa,2014-09-27,1131.67,2014
7458,HUF,Hungria,2014-05-24,0.64,2014
8761,IRR,Irán,2014-05-24,0.0,2014
12974,NZD,Nueva Zelanda,2014-05-24,87.5,2014
13827,PHP,Filipinas,2014-05-24,68.67,2014
3158,CNY,China,2014-05-24,10.66,2014
5290,EGP,Egipto,2014-05-24,0.0,2014
16449,SEK,Suecia,2014-09-27,194.99,2014
12069,NGN,Nigeria,2014-05-24,0.0,2014
4032,CZK,República Checa,2014-03-22,20.22,2014
19569,VND,Vietnam,2014-05-24,0.0,2014
14247,PKR,Paquistán,2014-09-27,0.0,2014
487,ARS,Argentina,2014-03-22,14.79,2014
13395,PEN,Perú,2014-09-27,2.03,2014
7056,HRK,Croacia,2014-05-24,2.04,2014
16873,SGD,Singapur,2014-03-22,21.36,2014
6140,GBP,Reino Unido,2014-11-01,1902.8,2014
66,AED,Emiratos Árabes Unidos,2014-09-27,20.71,2014
19560,VND,Vietnam,2014-03-22,0.0,2014
2317,CHF,Suiza,2014-09-27,48.3,2014
11198,MXN,México,2014-03-22,33.87,2014
12992,NZD,Nueva Zelanda,2014-09-27,51.83,2014
10773,MAD,Marruecos,2014-09-27,0.0,2014
12965,NZD,Nueva Zelanda,2014-03-22,59.58,2014
20029,ZAR,Sudáfrica,2014-09-27,58.75,2014
7476,HUF,Hungria,2014-09-27,2.51,2014
17779,TRY,Turquia,2014-09-27,0.0,2014
15110,RON,Rumanía,2014-03-22,8.44,2014
3611,COP,Colombia,2014-09-27,8.79,2014
18560,UAH,Ucrania,2014-09-27,0.0,2014
39,AED,Emiratos Árabes Unidos,2014-03-22,9.37,2014
4910,DOP,República Dominicana,2014-09-27,0.0,2014
965,AUD,Australia,2014-09-27,1214.34,2014
7074,HRK,Croacia,2014-09-27,11.15,2014
2747,CLP,Chile,2014-09-27,6.27,2014
7919,IDR,Indonesia,2014-09-27,0.0,2014
16900,SGD,Singapur,2014-09-27,1.25,2014
13853,PHP,Filipinas,2014-11-22,13.68,2014
30,AED,Emiratos Árabes Unidos,2014-01-18,34.55,2014
11626,MYR,Malasia,2014-01-18,22.75,2014
20037,ZAR,Sudáfrica,2014-11-22,33.85,2014
522,ARS,Argentina,2014-11-22,102.28,2014
4483,DKK,Dinamarca,2014-04-26,0.91,2014
3619,COP,Colombia,2014-11-22,13.59,2014
13403,PEN,Perú,2014-11-22,6.26,2014
6146,GBP,Reino Unido,2014-02-22,1960.23,2014
2325,CHF,Suiza,2014-11-22,54.71,2014
5733,EUR,Europa,2014-11-22,1223.78,2014
12056,NGN,Nigeria,2014-02-22,0.0,2014
11233,MXN,México,2014-11-22,70.97,2014
6634,HKD,Hong Kong,2014-11-22,42.948,2014
13814,PHP,Filipinas,2014-02-22,13.37,2014
6185,GBP,Reino Unido,2014-11-22,2674.94,2014
5316,EGP,Egipto,2014-11-22,0.0,2014
7078,HRK,Croacia,2014-10-25,13.21,2014
2728,CLP,Chile,2014-05-17,1.41,2014
9175,JPY,Japón,2014-06-09,21.4,2014
1876,CAD,Canadá,2014-11-22,232.35,2014
13826,PHP,Filipinas,2014-05-17,102.0,2014
4056,CZK,República Checa,2014-06-09,11.41,2014
16908,SGD,Singapur,2014-11-22,42.02,2014
17358,THB,Tailandia,2014-11-22,186.76,2014
12521,NOK,Noruega,2014-05-17,25.17,2014
16912,SGD,Singapur,2014-12-20,21.28,2014
10032,KRW,Corea del Sur,2014-11-22,0.0,2014
17788,TRY,Turquia,2014-11-22,0.33,2014
12548,NOK,Noruega,2014-11-22,52.5,2014
4914,DOP,República Dominicana,2014-10-25,0.22,2014
8351,INR,India,2014-05-17,32.23,2014
14689,PLN,Polonia,2014-10-25,30.52,2014
8785,IRR,Irán,2014-11-22,21.4,2014
10028,KRW,Corea del Sur,2014-10-25,4.303,2014
10376,KZT,Kazajistán,2014-11-22,2.8,2014
6181,GBP,Reino Unido,2014-10-25,3564.08,2014
4067,CZK,República Checa,2014-11-22,7.29,2014
15145,RON,Rumanía,2014-11-22,47.25,2014
10770,MAD,Marruecos,2014-06-09,0.0,2014
12544,NOK,Noruega,2014-10-25,50.72,2014
19020,USD,Estados Unidos,2014-11-22,8921.1642,2014
15134,RON,Rumanía,2014-06-09,14.02,2014
20026,ZAR,Sudáfrica,2014-06-09,99.31,2014
8378,INR,India,2014-11-22,108.32,2014
17347,THB,Tailandia,2014-06-09,193.2695,2014
12084,NGN,Nigeria,2014-06-09,0.24,2014
9602,KES,Kenia,2014-11-22,1.35,2014
13392,PEN,Perú,2014-06-09,5.7,2014
4063,CZK,República Checa,2014-10-25,16.27,2014
11670,MYR,Malasia,2014-11-22,29.51,2014
16446,SEK,Suecia,2014-06-09,101.17,2014
15584,RUB,Rusia,2014-06-09,193.73,2014
969,AUD,Australia,2014-10-25,940.1,2014
12549,NOK,Noruega,2014-11-29,55.84,2014
5722,EUR,Europa,2014-06-09,739.86,2014
3615,COP,Colombia,2014-10-25,28.68,2014
7071,HRK,Croacia,2014-06-09,3.15,2014
8760,IRR,Irán,2014-05-17,2.24,2014
8367,INR,India,2014-06-09,31.56,2014
3608,COP,Colombia,2014-06-09,10.07,2014
3175,CNY,China,2014-09-20,110.26,2014
518,ARS,Argentina,2014-10-25,40.36,2014
17783,TRY,Turquia,2014-10-25,0.0,2014
4502,DKK,Dinamarca,2014-06-09,13.99,2014
13376,PEN,Perú,2014-05-17,1.09,2014
14228,PKR,Paquistán,2014-05-17,0.0,2014
17776,TRY,Turquia,2014-06-09,0.15,2014
2314,CHF,Suiza,2014-06-09,46.3,2014
5305,EGP,Egipto,2014-06-09,0.0,2014
12537,NOK,Noruega,2014-06-09,39.95,2014
70,AED,Emiratos Árabes Unidos,2014-10-25,19.39,2014
14682,PLN,Polonia,2014-06-09,19.59,2014
8776,IRR,Irán,2014-06-09,18.21,2014
9591,KES,Kenia,2014-06-09,3.88,2014
47,AED,Emiratos Árabes Unidos,2014-05-17,12.2,2014
2744,CLP,Chile,2014-06-09,3.92,2014
4907,DOP,República Dominicana,2014-06-09,0.0,2014
15993,SAR,Arabia Saudí,2014-06-09,0.54,2014
15118,RON,Rumanía,2014-05-17,8.43,2014
18557,UAH,Ucrania,2014-06-09,0.0,2014
13857,PHP,Filipinas,2014-12-20,36.81,2014
17332,THB,Tailandia,2014-05-24,219.83,2014
1413,BRL,Brasil,2014-06-09,23.35,2014
9182,JPY,Japón,2014-10-25,2.0,2014
3180,CNY,China,2014-10-25,53.49,2014
15119,RON,Rumanía,2014-05-24,5.89,2014
8382,INR,India,2014-12-20,83.67,2014
14693,PLN,Polonia,2014-11-22,34.23,2014
977,AUD,Australia,2014-12-20,1689.02,2014
10036,KRW,Corea del Sur,2014-12-20,9.4241,2014
17792,TRY,Turquia,2014-12-20,1.42,2014
9606,KES,Kenia,2014-12-20,1.13,2014
8789,IRR,Irán,2014-12-20,20.01,2014
7048,HRK,Croacia,2014-03-29,7.15,2014
16461,SEK,Suecia,2014-12-20,189.0,2014
6151,GBP,Reino Unido,2014-03-29,1921.667208,2014
9190,JPY,Japón,2014-12-20,4.34,2014
17362,THB,Tailandia,2014-12-20,136.58,2014
1880,CAD,Canadá,2014-12-20,312.97,2014
7450,HUF,Hungria,2014-03-29,2.86,2014
7488,HUF,Hungria,2014-12-20,6.56,2014
78,AED,Emiratos Árabes Unidos,2014-12-20,2.66,2014
7086,HRK,Croacia,2014-12-20,13.5,2014
6638,HKD,Hong Kong,2014-12-20,86.54,2014
3188,CNY,China,2014-12-20,27.95,2014
12552,NOK,Noruega,2014-12-20,97.85,2014
5699,EUR,Europa,2014-03-29,558.0330912,2014
4479,DKK,Dinamarca,2014-03-29,10.59,2014
6189,GBP,Reino Unido,2014-12-20,3416.1,2014
2291,CHF,Suiza,2014-03-29,66.9322587,2014
15970,SAR,Arabia Saudí,2014-03-29,0.18,2014
14659,PLN,Polonia,2014-03-29,12.42,2014
1842,CAD,Canadá,2014-03-29,166.9735831,2014
18572,UAH,Ucrania,2014-12-20,2.34,2014
15561,RUB,Rusia,2014-03-29,107.7463915,2014
11674,MYR,Malasia,2014-12-20,84.5,2014
12514,NOK,Noruega,2014-03-29,21.02,2014
10747,MAD,Marruecos,2014-03-29,0.0,2014
12100,NGN,Nigeria,2014-12-20,0.3,2014
14697,PLN,Polonia,2014-12-20,57.61,2014
17324,THB,Tailandia,2014-03-29,136.77,2014
2759,CLP,Chile,2014-12-20,15.79,2014
18547,UAH,Ucrania,2014-06-28,0.0,2014
20041,ZAR,Sudáfrica,2014-12-20,92.33,2014
1855,CAD,Canadá,2014-06-28,130.46,2014
4884,DOP,República Dominicana,2014-03-29,0.0,2014
40,AED,Emiratos Árabes Unidos,2014-03-29,9.0,2014
9998,KRW,Corea del Sur,2014-03-29,0.4983401,2014
5712,EUR,Europa,2014-06-28,695.49,2014
18999,USD,Estados Unidos,2014-06-28,3905.31,2014
14258,PKR,Paquistán,2014-12-12,0.0,2014
952,AUD,Australia,2014-06-28,514.86,2014
501,ARS,Argentina,2014-06-28,33.34,2014
2734,CLP,Chile,2014-06-28,1.12,2014
14234,PKR,Paquistán,2014-06-28,0.0,2014
17766,TRY,Turquia,2014-06-28,0.0,2014
18986,USD,Estados Unidos,2014-03-29,3302.635433,2014
11636,MYR,Malasia,2014-03-29,41.99,2014
13369,PEN,Perú,2014-03-29,0.47,2014
15111,RON,Rumanía,2014-03-29,7.39,2014
15977,SAR,Arabia Saudí,2014-05-17,2.2,2014
3585,COP,Colombia,2014-03-29,8.68,2014
10784,MAD,Marruecos,2014-12-12,0.0,2014
7930,IDR,Indonesia,2014-12-12,0.0,2014
9581,KES,Kenia,2014-06-28,0.65,2014
19591,VND,Vietnam,2014-10-25,0.0,2014
3163,CNY,China,2014-06-28,7.27,2014
12996,NZD,Nueva Zelanda,2014-10-25,90.1,2014
6613,HKD,Hong Kong,2014-06-28,18.68,2014
3150,CNY,China,2014-03-29,7.52,2014
7463,HUF,Hungria,2014-06-28,1.05,2014
19598,VND,Vietnam,2014-12-12,0.0,2014
13832,PHP,Filipinas,2014-06-28,28.2,2014
8753,IRR,Irán,2014-03-29,0.0,2014
5282,EGP,Egipto,2014-03-29,0.0,2014
18534,UAH,Ucrania,2014-03-29,0.0,2014
18564,UAH,Ucrania,2014-10-25,0.56,2014
20003,ZAR,Sudáfrica,2014-03-29,69.16,2014
4033,CZK,República Checa,2014-03-29,21.26,2014
6607,HKD,Hong Kong,2014-05-17,16.44,2014
511,ARS,Argentina,2014-06-09,41.56,2014
11643,MYR,Malasia,2014-05-17,13.17,2014
7457,HUF,Hungria,2014-05-17,1.81,2014
1397,BRL,Brasil,2014-05-17,8.09,2014
10005,KRW,Corea del Sur,2014-05-17,0.0,2014
12973,NZD,Nueva Zelanda,2014-05-17,69.85,2014
1425,BRL,Brasil,2014-11-29,8.69,2014
12068,NGN,Nigeria,2014-05-17,0.09,2014
11206,MXN,México,2014-05-17,52.44,2014
10777,MAD,Marruecos,2014-10-25,0.0,2014
3157,CNY,China,2014-05-17,43.95,2014
16430,SEK,Suecia,2014-05-17,46.49,2014
6158,GBP,Reino Unido,2014-05-17,1884.94,2014
3592,COP,Colombia,2014-05-17,7.66,2014
18993,USD,Estados Unidos,2014-05-17,3968.21,2014
4909,DOP,República Dominicana,2014-09-20,0.09,2014
4514,DKK,Dinamarca,2014-11-29,0.02,2014
11661,MYR,Malasia,2014-09-20,17.31,2014
4486,DKK,Dinamarca,2014-05-17,9.25,2014
15586,RUB,Rusia,2014-09-20,262.72,2014
8778,IRR,Irán,2014-09-20,0.0,2014
18541,UAH,Ucrania,2014-05-17,0.0,2014
5289,EGP,Egipto,2014-05-17,0.0,2014
9575,KES,Kenia,2014-05-17,0.23,2014
9177,JPY,Japón,2014-09-20,10.98,2014
1415,BRL,Brasil,2014-09-20,16.03,2014
7900,IDR,Indonesia,2014-05-17,0.0,2014
20010,ZAR,Sudáfrica,2014-05-17,53.0,2014
10754,MAD,Marruecos,2014-05-17,0.0,2014
11229,MXN,México,2014-10-25,66.98,2014
10377,KZT,Kazajistán,2014-11-29,0.0,2014
7083,HRK,Croacia,2014-11-29,3.61,2014
14259,PKR,Paquistán,2014-12-19,0.0,2014
3623,COP,Colombia,2014-12-20,19.68,2014
5724,EUR,Europa,2014-09-20,911.37,2014
13001,NZD,Nueva Zelanda,2014-11-29,65.46,2014
10772,MAD,Marruecos,2014-09-20,0.0,2014
5706,EUR,Europa,2014-05-17,928.505,2014
7073,HRK,Croacia,2014-09-20,6.52,2014
17778,TRY,Turquia,2014-09-20,0.52,2014
4891,DOP,República Dominicana,2014-05-17,0.0,2014
16909,SGD,Singapur,2014-11-29,15.18,2014
2746,CLP,Chile,2014-09-20,0.0,2014
19011,USD,Estados Unidos,2014-09-20,7256.31,2014
4040,CZK,República Checa,2014-05-17,18.09,2014
19586,VND,Vietnam,2014-09-20,0.0,2014
7055,HRK,Croacia,2014-05-17,2.99,2014
7918,IDR,Indonesia,2014-09-20,0.0,2014
19568,VND,Vietnam,2014-05-17,0.2157,2014
6625,HKD,Hong Kong,2014-09-20,42.9,2014
2298,CHF,Suiza,2014-05-17,43.13,2014
9187,JPY,Japón,2014-11-29,0.0,2014
2326,CHF,Suiza,2014-11-29,82.75,2014
17331,THB,Tailandia,2014-05-17,160.38,2014
8786,IRR,Irán,2014-11-29,0.0,2014
8369,INR,India,2014-09-20,48.52,2014
4058,CZK,República Checa,2014-09-20,5.7,2014
16458,SEK,Suecia,2014-11-29,147.95,2014
6186,GBP,Reino Unido,2014-11-29,2932.03,2014
946,AUD,Australia,2014-05-17,667.21,2014
16881,SGD,Singapur,2014-05-17,3.56,2014
17359,THB,Tailandia,2014-11-29,185.15,2014
10785,MAD,Marruecos,2014-12-19,0.0,2014
2756,CLP,Chile,2014-11-29,5.17,2014
13844,PHP,Filipinas,2014-09-20,20.53,2014
6164,GBP,Reino Unido,2014-06-28,2302.1777,2014
13394,PEN,Perú,2014-09-20,0.95,2014
5317,EGP,Egipto,2014-11-29,0.0,2014
19016,USD,Estados Unidos,2014-10-25,8584.0053,2014
9159,JPY,Japón,2014-05-17,0.16,2014
19599,VND,Vietnam,2014-12-19,0.0,2014
7923,IDR,Indonesia,2014-10-25,0.53,2014
13854,PHP,Filipinas,2014-11-29,61.45,2014
13842,PHP,Filipinas,2014-06-09,22.64,2014
13404,PEN,Perú,2014-11-29,4.6,2014
16904,SGD,Singapur,2014-10-25,11.22,2014
7916,IDR,Indonesia,2014-06-09,0.0,2014
974,AUD,Australia,2014-11-29,1196.96,2014
11649,MYR,Malasia,2014-06-28,19.58,2014
3185,CNY,China,2014-11-29,20.53,2014
15995,SAR,Arabia Saudí,2014-09-20,0.0,2014
6635,HKD,Hong Kong,2014-11-29,54.09,2014
18569,UAH,Ucrania,2014-11-29,0.34,2014
11234,MXN,México,2014-11-29,81.76,2014
20038,ZAR,Sudáfrica,2014-11-29,104.3863,2014
3173,CNY,China,2014-06-09,30.49,2014
9603,KES,Kenia,2014-11-29,0.25,2014
15596,RUB,Rusia,2014-11-29,521.319,2014
2316,CHF,Suiza,2014-09-20,37.46,2014
12989,NZD,Nueva Zelanda,2014-06-09,86.42,2014
16899,SGD,Singapur,2014-09-20,8.71,2014
20033,ZAR,Sudáfrica,2014-10-25,92.03,2014
15568,RUB,Rusia,2014-05-17,86.69,2014
10021,KRW,Corea del Sur,2014-06-09,0.9183,2014
16897,SGD,Singapur,2014-06-09,25.24,2014
523,ARS,Argentina,2014-11-29,23.81,2014
13399,PEN,Perú,2014-10-25,4.05,2014
4509,DKK,Dinamarca,2014-10-25,3.8,2014
13849,PHP,Filipinas,2014-10-25,39.54,2014
2321,CHF,Suiza,2014-10-25,67.2077,2014
63,AED,Emiratos Árabes Unidos,2014-06-09,17.84,2014
15141,RON,Rumanía,2014-10-25,28.63,2014
1420,BRL,Brasil,2014-10-25,25.62,2014
5729,EUR,Europa,2014-10-25,987.48,2014
10033,KRW,Corea del Sur,2014-11-29,0.0,2014
14246,PKR,Paquistán,2014-09-20,0.0,2014
19584,VND,Vietnam,2014-06-09,0.0,2014
6174,GBP,Reino Unido,2014-06-09,2219.3706,2014
14244,PKR,Paquistán,2014-06-09,0.0,2014
1865,CAD,Canadá,2014-06-09,173.36,2014
6630,HKD,Hong Kong,2014-10-25,83.2587,2014
9598,KES,Kenia,2014-10-25,0.96,2014
15591,RUB,Rusia,2014-10-25,358.46,2014
12539,NOK,Noruega,2014-09-20,39.9,2014
17760,TRY,Turquia,2014-05-17,0.07,2014
5307,EGP,Egipto,2014-09-20,0.0,2014
11671,MYR,Malasia,2014-11-29,135.62,2014
19021,USD,Estados Unidos,2014-11-29,7879.55,2014
16000,SAR,Arabia Saudí,2014-10-25,1.75,2014
11222,MXN,México,2014-06-09,92.83,2014
6623,HKD,Hong Kong,2014-06-09,34.59,2014
19009,USD,Estados Unidos,2014-06-09,6464.6137,2014
14251,PKR,Paquistán,2014-10-25,0.0,2014
11659,MYR,Malasia,2014-06-09,18.05,2014
12086,NGN,Nigeria,2014-09-20,0.72,2014
8783,IRR,Irán,2014-10-25,0.68,2014
513,ARS,Argentina,2014-09-20,74.71,2014
18559,UAH,Ucrania,2014-09-20,0.0,2014
10023,KRW,Corea del Sur,2014-09-20,0.2381,2014
7480,HUF,Hungria,2014-10-25,1.61,2014
6176,GBP,Reino Unido,2014-09-20,3739.61,2014
14694,PLN,Polonia,2014-11-29,28.86,2014
16448,SEK,Suecia,2014-09-20,124.91,2014
12991,NZD,Nueva Zelanda,2014-09-20,85.44,2014
17789,TRY,Turquia,2014-11-29,0.0,2014
15146,RON,Rumanía,2014-11-29,28.74,2014
14684,PLN,Polonia,2014-09-20,36.91,2014
11666,MYR,Malasia,2014-10-25,38.76,2014
4504,DKK,Dinamarca,2014-09-20,0.92,2014
2751,CLP,Chile,2014-10-25,16.37,2014
964,AUD,Australia,2014-09-20,1195.77,2014
17354,THB,Tailandia,2014-10-25,155.73,2014
15136,RON,Rumanía,2014-09-20,12.83,2014
15599,RUB,Rusia,2014-12-20,413.18,2014
5312,EGP,Egipto,2014-10-25,0.0,2014
7485,HUF,Hungria,2014-11-29,5.33,2014
1849,CAD,Canadá,2014-05-17,157.11,2014
526,ARS,Argentina,2014-12-20,55.3,2014
14253,PKR,Paquistán,2014-07-11,0.0,2014
9586,KES,Kenia,2014-02-08,0.39,2014
19593,VND,Vietnam,2014-07-11,0.0,2014
16441,SEK,Suecia,2014-02-08,80.45,2014
16006,SAR,Arabia Saudí,2014-11-29,2.02,2014
13004,NZD,Nueva Zelanda,2014-12-20,56.96,2014
3620,COP,Colombia,2014-11-29,10.54,2014
1860,CAD,Canadá,2014-02-08,183.74,2014
12097,NGN,Nigeria,2014-11-29,1.85,2014
4068,CZK,República Checa,2014-11-29,2.78,2014
5734,EUR,Europa,2014-11-29,1203.96,2014
8379,INR,India,2014-11-29,78.35,2014
7925,IDR,Indonesia,2014-07-11,0.0,2014
11217,MXN,México,2014-02-08,39.08,2014
17785,TRY,Turquia,2014-07-11,0.0,2014
2721,CLP,Chile,2014-03-29,7.46,2014
19004,USD,Estados Unidos,2014-02-08,4374.3488,2014
10779,MAD,Marruecos,2014-07-11,0.0,2014
53,AED,Emiratos Árabes Unidos,2014-06-28,1.06,2014
12093,NGN,Nigeria,2014-07-11,0.0,2014
11212,MXN,México,2014-06-28,30.32,2014
16002,SAR,Arabia Saudí,2014-07-11,0.0,2014
14677,PLN,Polonia,2014-02-08,30.0,2014
17337,THB,Tailandia,2014-06-28,163.86,2014
7931,IDR,Indonesia,2014-12-19,0.0,2014
9165,JPY,Japón,2014-06-28,4.06,2014
8362,INR,India,2014-02-08,34.58,2014
7911,IDR,Indonesia,2014-02-08,0.0,2014
6169,GBP,Reino Unido,2014-02-08,2036.32,2014
18552,UAH,Ucrania,2014-02-08,0.0,2014
12074,NGN,Nigeria,2014-06-28,1.32,2014
10016,KRW,Corea del Sur,2014-02-08,0.4,2014
1408,BRL,Brasil,2014-02-08,8.47,2014
4492,DKK,Dinamarca,2014-06-28,2.29,2014
12527,NOK,Noruega,2014-06-28,43.95,2014
1872,CAD,Canadá,2014-10-25,263.94,2014
4902,DOP,República Dominicana,2014-02-08,0.0,2014
15124,RON,Rumanía,2014-06-28,3.84,2014
10011,KRW,Corea del Sur,2014-06-28,1.7086,2014
