,Currency,Country,Label,Value,Year
16631,SEK,Suecia,2018-03-24,78.73574217,2018
18335,TZS,Tanzania,2018-01-09,8.73624097,2018
15319,RON,Rumanía,2018-03-24,31.48129318,2018
10978,MAD,Marruecos,2018-01-09,10.33025214,2018
14891,PLN,Polonia,2018-08-09,7.30025728,2018
3789,COP,Colombia,2018-02-24,112.1684975,2018
17082,SGD,Singapur,2018-03-24,33.12838988,2018
19194,USD,Estados Unidos,2018-03-24,982.9613311,2018
5479,EGP,Egipto,2018-08-09,2.04983527,2018
7256,HRK,Croacia,2018-03-24,1.51700105,2018
20234,ZAR,Sudáfrica,2018-01-09,83.12839135,2018
6832,HKD,Hong Kong,2018-08-09,81.50084529,2018
17985,TRY,Turquia,2018-08-09,9.4018657,2018
6808,HKD,Hong Kong,2018-03-24,59.5563431,2018
2073,CAD,Canadá,2018-01-09,46.50296323,2018
15343,RON,Rumanía,2018-08-09,31.56984632,2018
5931,EUR,Europa,2018-08-09,436.4715737,2018
18765,UAH,Ucrania,2018-01-09,45.36219516,2018
14441,PKR,Paquistán,2018-09-06,57.26731139,2018
14863,PLN,Polonia,2018-02-24,11.82572373,2018
6382,GBP,Reino Unido,2018-01-09,346.0983184,2018
16654,SEK,Suecia,2018-01-09,66.63980917,2018
2953,CLP,Chile,2018-08-09,28.87009989,2018
10951,MAD,Marruecos,2018-02-24,11.18504123,2018
12266,NGN,Nigeria,2018-02-24,356.6060001,2018
7654,HUF,Hungria,2018-02-24,0.5578298,2018
718,ARS,Argentina,2018-01-09,20.08760994,2018
691,ARS,Argentina,2018-02-24,11.19103005,2018
20211,ZAR,Sudáfrica,2018-03-24,112.1243186,2018
13174,NZD,Nueva Zelanda,2018-03-24,64.39141163,2018
19792,VND,Vietnam,2018-01-09,3.62427857,2018
11407,MXN,México,2018-03-24,47.11884195,2018
8552,INR,India,2018-03-24,94.1740387,2018
2499,CHF,Suiza,2018-03-24,9.96476393,2018
10186,KRW,Corea del Sur,2018-03-24,7.65541659,2018
11840,MYR,Malasia,2018-02-24,92.14919703,2018
17957,TRY,Turquia,2018-02-24,14.14461308,2018
19769,VND,Vietnam,2018-03-24,3.82414221,2018
8982,IRR,Irán,2018-08-09,41.15965609,2018
4683,DKK,Dinamarca,2018-02-24,0.86608381,2018
19765,VND,Vietnam,2018-02-24,3.18467192,2018
6831,HKD,Hong Kong,2018-01-09,68.28399785,2018
2046,CAD,Canadá,2018-02-24,54.0046198,2018
9772,KES,Kenia,2018-02-24,31.75258598,2018
2925,CLP,Chile,2018-02-24,14.96361853,2018
14426,PKR,Paquistán,2018-02-24,65.67849329,2018
18312,TZS,Tanzania,2018-03-24,3.21035515,2018
14027,PHP,Filipinas,2018-03-24,31.59228351,2018
10550,KZT,Kazajistán,2018-03-24,2.90142888,2018
10955,MAD,Marruecos,2018-03-24,5.83412733,2018
15769,RUB,Rusia,2018-03-24,1545.887023,2018
9776,KES,Kenia,2018-03-24,32.79479537,2018
12718,NOK,Noruega,2018-02-24,34.50256429,2018
10546,KZT,Kazajistán,2018-02-24,8.38714317,2018
5477,EGP,Egipto,2018-08-25,1.23444143,2018
245,AED,Emiratos Árabes Unidos,2018-02-24,58.51624396,2018
6355,GBP,Reino Unido,2018-02-24,729.4272236,2018
18757,UAH,Ucrania,2018-07-07,87.66391658,2018
6804,HKD,Hong Kong,2018-02-24,37.80307876,2018
3373,CNY,China,2018-07-07,709.6699919,2018
9356,JPY,Japón,2018-02-24,2.10924156,2018
5075,DOP,República Dominicana,2018-03-24,8.70968098,2018
10209,KRW,Corea del Sur,2018-01-09,2.36546852,2018
15342,RON,Rumanía,2018-01-09,19.12682193,2018
17105,SGD,Singapur,2018-01-09,19.97781415,2018
5907,EUR,Europa,2018-03-24,219.7032411,2018
17532,THB,Tailandia,2018-03-24,81.89414617,2018
249,AED,Emiratos Árabes Unidos,2018-03-24,60.4755141,2018
1598,BRL,Brasil,2018-03-24,55.49909011,2018
18742,UAH,Ucrania,2018-03-24,59.2448297,2018
3793,COP,Colombia,2018-03-24,132.5886524,2018
12722,NOK,Noruega,2018-03-24,50.62543786,2018
15792,RUB,Rusia,2018-01-09,1161.140519,2018
16179,SAR,Arabia Saudí,2018-03-24,55.61128913,2018
7658,HUF,Hungria,2018-03-24,1.21004811,2018
272,AED,Emiratos Árabes Unidos,2018-01-09,34.16329118,2018
13577,PEN,Perú,2018-03-24,40.65705641,2018
10977,MAD,Marruecos,2018-08-25,6.25581615,2018
12737,NOK,Noruega,2018-07-07,20.75313403,2018
11422,MXN,México,2018-07-07,34.82993505,2018
1147,AUD,Australia,2018-03-24,118.6934575,2018
5470,EGP,Egipto,2018-07-07,1.60647606,2018
695,ARS,Argentina,2018-03-24,15.76526196,2018
4687,DKK,Dinamarca,2018-03-24,3.28186684,2018
18349,TZS,Tanzania,2018-08-12,7.13435104,2018
5922,EUR,Europa,2018-07-07,347.7094262,2018
7266,HRK,Croacia,2018-02-06,1.31088932,2018
17078,SGD,Singapur,2018-02-24,28.15781431,2018
2050,CAD,Canadá,2018-03-24,530.8760395,2018
5455,EGP,Egipto,2018-03-24,0.56226865,2018
12270,NGN,Nigeria,2018-03-24,466.7838242,2018
13573,PEN,Perú,2018-02-24,27.58283807,2018
9360,JPY,Japón,2018-03-24,0.4030029,2018
4241,CZK,República Checa,2018-03-24,5.91686358,2018
17961,TRY,Turquia,2018-03-24,10.76056782,2018
13170,NZD,Nueva Zelanda,2018-02-24,78.11405442,2018
2929,CLP,Chile,2018-03-24,11.33529751,2018
3358,CNY,China,2018-03-24,769.0942825,2018
8958,IRR,Irán,2018-03-24,7.55694583,2018
14430,PKR,Paquistán,2018-03-24,49.79945308,2018
19791,VND,Vietnam,2018-08-25,7.17449386,2018
7271,HRK,Croacia,2018-07-07,3.66335449,2018
10201,KRW,Corea del Sur,2018-07-07,2.82556588,2018
8981,IRR,Irán,2018-01-09,13.03002901,2018
17547,THB,Tailandia,2018-07-07,68.97530861,2018
15341,RON,Rumanía,2018-08-25,24.08776341,2018
9798,KES,Kenia,2018-08-25,49.54695693,2018
7681,HUF,Hungria,2018-01-09,0.56538767,2018
11866,MYR,Malasia,2018-08-25,57.05125087,2018
14042,PHP,Filipinas,2018-07-07,14.77377924,2018
7680,HUF,Hungria,2018-08-25,1.39363048,2018
9392,JPY,Japón,2018-03-11,2.04029602,2018
13592,PEN,Perú,2018-07-07,68.41522247,2018
16646,SEK,Suecia,2018-07-07,111.9897518,2018
8973,IRR,Irán,2018-07-07,17.98888878,2018
11844,MYR,Malasia,2018-03-24,89.92360606,2018
16194,SAR,Arabia Saudí,2018-07-07,34.06467845,2018
1162,AUD,Australia,2018-07-07,143.3504761,2018
7276,HRK,Croacia,2018-11-08,0.49054138,2018
2944,CLP,Chile,2018-07-07,32.83008394,2018
7673,HUF,Hungria,2018-07-07,3.96110552,2018
2072,CAD,Canadá,2018-08-25,62.89641845,2018
15791,RUB,Rusia,2018-08-25,2051.777718,2018
10572,KZT,Kazajistán,2018-08-25,6.27376765,2018
8574,INR,India,2018-08-25,169.015796,2018
14452,PKR,Paquistán,2018-08-25,27.37339865,2018
4709,DKK,Dinamarca,2018-08-25,2.18723968,2018
18764,UAH,Ucrania,2018-08-25,76.23395093,2018
1169,AUD,Australia,2018-08-25,124.7108297,2018
17104,SGD,Singapur,2018-08-25,20.79673512,2018
271,AED,Emiratos Árabes Unidos,2018-08-25,17.41424264,2018
15784,RUB,Rusia,2018-07-07,2121.598324,2018
6381,GBP,Reino Unido,2018-08-25,459.0457252,2018
710,ARS,Argentina,2018-07-07,30.68677847,2018
717,ARS,Argentina,2018-08-25,20.31710695,2018
6823,HKD,Hong Kong,2018-07-07,142.139971,2018
4263,CZK,República Checa,2018-08-25,0.7459517,2018
2521,CHF,Suiza,2018-08-25,2.97397843,2018
20233,ZAR,Sudáfrica,2018-08-25,111.3973211,2018
20207,ZAR,Sudáfrica,2018-02-24,94.71000973,2018
8980,IRR,Irán,2018-08-25,15.67137185,2018
6844,HKD,Hong Kong,2018-01-12,90.59817803,2018
14889,PLN,Polonia,2018-08-25,12.67872559,2018
8123,IDR,Indonesia,2018-08-25,2.57051326,2018
17976,TRY,Turquia,2018-07-07,12.6853728,2018
17097,SGD,Singapur,2018-07-07,55.95764518,2018
1613,BRL,Brasil,2018-07-07,127.8891463,2018
9382,JPY,Japón,2018-08-25,1.85488887,2018
6830,HKD,Hong Kong,2018-08-25,113.9612813,2018
10208,KRW,Corea del Sur,2018-08-25,4.142555,2018
7278,HRK,Croacia,2018-08-25,0.46161987,2018
12744,NOK,Noruega,2018-08-25,26.81489406,2018
5097,DOP,República Dominicana,2018-08-25,12.07826563,2018
5929,EUR,Europa,2018-08-25,217.6266436,2018
3354,CNY,China,2018-02-24,601.7894211,2018
19384,VED,Estados Unidos,2018-08-25,445.0035789,2018
19771,VND,Vietnam,2018-07-04,8.08633337,2018
19784,VND,Vietnam,2018-07-07,3.53654157,2018
6828,HKD,Hong Kong,2018-11-08,35.75413206,2018
13194,NZD,Nueva Zelanda,2018-11-08,30.06377591,2018
8116,IDR,Indonesia,2018-07-07,3.06924764,2018
4261,CZK,República Checa,2018-11-08,1.00398861,2018
14445,PKR,Paquistán,2018-07-07,63.75981671,2018
15339,RON,Rumanía,2018-11-08,28.18764982,2018
12285,NGN,Nigeria,2018-07-07,756.9198075,2018
5095,DOP,República Dominicana,2018-11-08,18.33448089,2018
2070,CAD,Canadá,2018-11-08,65.89520231,2018
9380,JPY,Japón,2018-11-08,0.46462028,2018
11864,MYR,Malasia,2018-11-08,88.29614046,2018
15789,RUB,Rusia,2018-11-08,2073.399831,2018
4707,DKK,Dinamarca,2018-11-08,2.35025082,2018
19214,USD,Estados Unidos,2018-11-08,900.9526179,2018
1167,AUD,Australia,2018-11-08,143.5650535,2018
2949,CLP,Chile,2018-11-08,31.55693462,2018
16199,SAR,Arabia Saudí,2018-11-08,48.00842155,2018
10570,KZT,Kazajistán,2018-11-08,7.44380256,2018
10206,KRW,Corea del Sur,2018-11-08,3.38133506,2018
9796,KES,Kenia,2018-11-08,54.98455036,2018
17552,THB,Tailandia,2018-11-08,62.37085699,2018
10975,MAD,Marruecos,2018-11-08,13.67246849,2018
8572,INR,India,2018-11-08,174.6132145,2018
15334,RON,Rumanía,2018-07-07,36.49364011,2018
19789,VND,Vietnam,2018-11-08,6.085787,2018
14450,PKR,Paquistán,2018-11-08,47.04718669,2018
2065,CAD,Canadá,2018-07-07,79.55347566,2018
16651,SEK,Suecia,2018-11-08,92.71703041,2018
9791,KES,Kenia,2018-07-07,50.20593169,2018
4702,DKK,Dinamarca,2018-07-07,2.5217587,2018
17102,SGD,Singapur,2018-11-08,29.20897037,2018
3378,CNY,China,2018-11-08,537.8698497,2018
7678,HUF,Hungria,2018-11-08,0.90230298,2018
13597,PEN,Perú,2018-11-08,90.55826633,2018
18332,TZS,Tanzania,2018-11-08,14.53027894,2018
17981,TRY,Turquia,2018-11-08,20.83724368,2018
19209,USD,Estados Unidos,2018-07-07,1091.067238,2018
19196,USD,Estados Unidos,2018-07-04,1014.913544,2018
12745,NOK,Noruega,2018-01-09,23.40935299,2018
8554,INR,India,2018-07-04,150.4944517,2018
264,AED,Emiratos Árabes Unidos,2018-07-07,66.63671574,2018
20226,ZAR,Sudáfrica,2018-07-07,96.83834992,2018
11859,MYR,Malasia,2018-07-07,82.74608319,2018
18327,TZS,Tanzania,2018-07-07,8.96054865,2018
9375,JPY,Japón,2018-07-07,1.78454921,2018
13189,NZD,Nueva Zelanda,2018-07-07,38.61148824,2018
4256,CZK,República Checa,2018-07-07,1.52307375,2018
6374,GBP,Reino Unido,2018-07-07,611.4797147,2018
3808,COP,Colombia,2018-07-07,190.176146,2018
14882,PLN,Polonia,2018-07-07,7.89007299,2018
8567,INR,India,2018-07-07,216.0898225,2018
5090,DOP,República Dominicana,2018-07-07,9.37817142,2018
2514,CHF,Suiza,2018-07-07,5.88341346,2018
5475,EGP,Egipto,2018-11-08,1.53113083,2018
8121,IDR,Indonesia,2018-11-08,0.41876911,2018
3813,COP,Colombia,2018-11-08,184.3229377,2018
12742,NOK,Noruega,2018-11-08,32.52860748,2018
11427,MXN,México,2018-11-08,45.96903924,2018
3380,CNY,China,2018-08-25,694.7199773,2018
1618,BRL,Brasil,2018-11-08,62.18733215,2018
13196,NZD,Nueva Zelanda,2018-08-25,23.43658963,2018
11429,MXN,México,2018-08-25,42.68690597,2018
18781,UAH,Ucrania,2018-12-22,134.6794523,2018
13616,PEN,Perú,2018-12-22,250.5134062,2018
17121,SGD,Singapur,2018-12-22,86.02984964,2018
3832,COP,Colombia,2018-12-22,758.763043,2018
13213,NZD,Nueva Zelanda,2018-12-22,40.2538481,2018
19401,VED,Estados Unidos,2018-12-22,1974.461306,2018
14066,PHP,Filipinas,2018-12-22,8.06485278,2018
19808,VND,Vietnam,2018-12-22,3.28833644,2018
7697,HUF,Hungria,2018-12-22,0.34672527,2018
10225,KRW,Corea del Sur,2018-12-22,11.14088245,2018
2968,CLP,Chile,2018-12-22,59.61473976,2018
14469,PKR,Paquistán,2018-12-22,73.01606264,2018
2538,CHF,Suiza,2018-12-22,8.81094133,2018
1186,AUD,Australia,2018-12-22,179.8054425,2018
19233,USD,Estados Unidos,2018-12-22,1696.22492,2018
2089,CAD,Canadá,2018-12-22,232.9063834,2018
12761,NOK,Noruega,2018-12-22,33.4485948,2018
11446,MXN,México,2018-12-22,115.2444802,2018
8997,IRR,Irán,2018-12-22,44.72550026,2018
14906,PLN,Polonia,2018-12-22,12.6963534,2018
2519,CHF,Suiza,2018-11-08,3.51748947,2018
18762,UAH,Ucrania,2018-11-08,89.0637154,2018
13603,PEN,Perú,2018-09-22,135.2202736,2018
12309,NGN,Nigeria,2018-12-22,1084.056981,2018
5946,EUR,Europa,2018-12-22,584.3012323,2018
12290,NGN,Nigeria,2018-11-08,598.0919475,2018
5927,EUR,Europa,2018-11-08,229.600449,2018
2076,CAD,Canadá,2018-09-22,94.83712024,2018
20250,ZAR,Sudáfrica,2018-12-22,182.1010905,2018
10994,MAD,Marruecos,2018-12-22,19.50334801,2018
10589,KZT,Kazajistán,2018-12-22,17.42046842,2018
16218,SAR,Arabia Saudí,2018-12-22,48.67284673,2018
4267,CZK,República Checa,2018-09-22,2.54451943,2018
8127,IDR,Indonesia,2018-09-22,1.85610713,2018
13200,NZD,Nueva Zelanda,2018-09-22,24.70500094,2018
19795,VND,Vietnam,2018-09-22,3.39796635,2018
16657,SEK,Suecia,2018-09-22,134.332196,2018
19220,USD,Estados Unidos,2018-09-22,1113.325431,2018
12296,NGN,Nigeria,2018-09-22,645.6307762,2018
20231,ZAR,Sudáfrica,2018-11-08,104.3965069,2018
8978,IRR,Irán,2018-11-08,20.39500115,2018
5933,EUR,Europa,2018-09-22,242.7212073,2018
15345,RON,Rumanía,2018-09-22,37.48040109,2018
8984,IRR,Irán,2018-09-22,34.64439136,2018
6834,HKD,Hong Kong,2018-09-22,51.79215107,2018
3384,CNY,China,2018-09-22,589.9164201,2018
14887,PLN,Polonia,2018-11-08,8.3937378,2018
14047,PHP,Filipinas,2018-11-08,97.52630264,2018
7684,HUF,Hungria,2018-09-22,1.24510386,2018
3819,COP,Colombia,2018-09-22,302.8533983,2018
17987,TRY,Turquia,2018-09-22,15.20267306,2018
15795,RUB,Rusia,2018-09-22,2095.375908,2018
5114,DOP,República Dominicana,2018-12-22,47.11553309,2018
288,AED,Emiratos Árabes Unidos,2018-12-22,92.84390261,2018
734,ARS,Argentina,2018-12-22,49.20482551,2018
15808,RUB,Rusia,2018-12-22,3905.929688,2018
11883,MYR,Malasia,2018-12-22,104.5328168,2018
14869,PLN,Polonia,2018-07-04,13.74805622,2018
16181,SAR,Arabia Saudí,2018-07-04,47.72092082,2018
11409,MXN,México,2018-07-04,44.78940795,2018
14432,PKR,Paquistán,2018-07-04,77.04352176,2018
14029,PHP,Filipinas,2018-07-04,13.52246648,2018
1600,BRL,Brasil,2018-07-04,54.16140727,2018
18314,TZS,Tanzania,2018-07-04,5.38301894,2018
16633,SEK,Suecia,2018-07-04,87.86660166,2018
6847,HKD,Hong Kong,2018-12-22,117.0070835,2018
17571,THB,Tailandia,2018-12-22,130.0541602,2018
5077,DOP,República Dominicana,2018-07-04,8.88611591,2018
20213,ZAR,Sudáfrica,2018-07-04,137.9124677,2018
2931,CLP,Chile,2018-07-04,27.27530417,2018
5478,EGP,Egipto,2018-01-09,1.24536584,2018
10957,MAD,Marruecos,2018-07-04,11.24335798,2018
4710,DKK,Dinamarca,2018-01-09,1.55079083,2018
12272,NGN,Nigeria,2018-07-04,516.6417789,2018
8960,IRR,Irán,2018-07-04,20.36493799,2018
18334,TZS,Tanzania,2018-08-25,11.38088209,2018
2951,CLP,Chile,2018-08-25,18.53130854,2018
3815,COP,Colombia,2018-08-25,244.6771829,2018
1620,BRL,Brasil,2018-08-25,49.11605171,2018
16653,SEK,Suecia,2018-08-25,148.8261759,2018
12292,NGN,Nigeria,2018-08-25,656.2162695,2018
17983,TRY,Turquia,2018-08-25,7.08725705,2018
19216,USD,Estados Unidos,2018-08-25,919.6141804,2018
5457,EGP,Egipto,2018-07-04,2.35265012,2018
251,AED,Emiratos Árabes Unidos,2018-07-04,93.08162728,2018
1149,AUD,Australia,2018-07-04,147.4041424,2018
8103,IDR,Indonesia,2018-07-04,0.97580086,2018
18744,UAH,Ucrania,2018-07-04,64.39273615,2018
15771,RUB,Rusia,2018-07-04,1861.605483,2018
10565,KZT,Kazajistán,2018-07-07,5.39239337,2018
269,AED,Emiratos Árabes Unidos,2018-11-08,61.60205257,2018
13579,PEN,Perú,2018-07-04,65.31409742,2018
16188,SAR,Arabia Saudí,2018-05-26,44.27396588,2018
4243,CZK,República Checa,2018-07-04,2.20881202,2018
13599,PEN,Perú,2018-08-25,78.86197616,2018
6379,GBP,Reino Unido,2018-11-08,541.436871,2018
6361,GBP,Reino Unido,2018-07-04,634.9636984,2018
3795,COP,Colombia,2018-07-04,169.9062187,2018
5101,DOP,República Dominicana,2018-09-22,15.03973623,2018
2501,CHF,Suiza,2018-07-04,5.68793087,2018
9778,KES,Kenia,2018-07-04,32.63720047,2018
17084,SGD,Singapur,2018-07-04,24.74889746,2018
4689,DKK,Dinamarca,2018-07-04,10.36313505,2018
9362,JPY,Japón,2018-07-04,1.33213491,2018
6810,HKD,Hong Kong,2018-07-04,67.72722458,2018
3360,CNY,China,2018-07-04,813.2285398,2018
2052,CAD,Canadá,2018-07-04,848.4782169,2018
697,ARS,Argentina,2018-07-04,21.52308269,2018
7258,HRK,Croacia,2018-07-04,0.51624829,2018
12724,NOK,Noruega,2018-07-04,53.45035094,2018
715,ARS,Argentina,2018-11-08,30.35803787,2018
13176,NZD,Nueva Zelanda,2018-07-04,64.73785185,2018
2059,CAD,Canadá,2018-05-26,322.8695482,2018
10188,KRW,Corea del Sur,2018-07-04,3.44134245,2018
10559,KZT,Kazajistán,2018-05-26,4.33850985,2018
10970,MAD,Marruecos,2018-07-07,20.91069276,2018
4696,DKK,Dinamarca,2018-05-26,2.59494322,2018
10552,KZT,Kazajistán,2018-07-04,9.39929557,2018
13183,NZD,Nueva Zelanda,2018-05-26,39.36627597,2018
15321,RON,Rumanía,2018-07-04,34.10285266,2018
17534,THB,Tailandia,2018-07-04,74.95468486,2018
12308,NGN,Nigeria,2018-12-15,1048.400366,2018
7660,HUF,Hungria,2018-07-04,1.86343748,2018
17963,TRY,Turquia,2018-07-04,15.79130788,2018
11431,MXN,México,2018-08-09,49.94549318,2018
13586,PEN,Perú,2018-05-26,105.5930099,2018
11846,MYR,Malasia,2018-07-04,97.03638489,2018
1622,BRL,Brasil,2018-08-09,42.04296262,2018
1198,AUD,Australia,2019-03-16,125.6900883,2019
12321,NGN,Nigeria,2019-03-16,924.9303112,2019
7709,HUF,Hungria,2019-03-16,1.08252551,2019
19245,USD,Estados Unidos,2019-03-16,1638.497806,2019
18804,UAH,Ucrania,2019-01-06,79.42880119,2019
2101,CAD,Canadá,2019-03-16,107.5780521,2019
3844,COP,Colombia,2019-03-16,708.9892886,2019
18793,UAH,Ucrania,2019-03-16,156.1861241,2019
13628,PEN,Perú,2019-03-16,239.3825611,2019
8603,INR,India,2019-03-16,284.1602324,2019
5506,EGP,Egipto,2019-03-16,3.62742053,2019
20262,ZAR,Sudáfrica,2019-03-16,229.739708,2019
1665,BRL,Brasil,2019-06-07,37.24875281,2019
2980,CLP,Chile,2019-03-16,77.07551096,2019
17133,SGD,Singapur,2019-03-16,63.71221999,2019
11006,MAD,Marruecos,2019-03-16,23.88198875,2019
6862,HKD,Hong Kong,2019-06-04,89.78865566,2019
18366,TZS,Tanzania,2019-06-04,9.55097011,2019
4738,DKK,Dinamarca,2019-03-16,2.41833031,2019
5140,DOP,República Dominicana,2019-06-22,11.67579112,2019
742,ARS,Argentina,2019-02-16,46.38140493,2019
16226,SAR,Arabia Saudí,2019-02-16,41.06399152,2019
18008,TRY,Turquia,2019-02-16,8.18049455,2019
9407,JPY,Japón,2019-02-16,3.87694021,2019
6410,GBP,Reino Unido,2019-03-16,769.066503,2019
14918,PLN,Polonia,2019-03-16,20.80400758,2019
300,AED,Emiratos Árabes Unidos,2019-03-16,59.57239123,2019
6855,HKD,Hong Kong,2019-02-16,51.40167288,2019
7307,HRK,Croacia,2019-03-16,0.39106678,2019
16682,SEK,Suecia,2019-03-16,89.57867474,2019
19820,VND,Vietnam,2019-03-16,10.66808611,2019
2550,CHF,Suiza,2019-03-16,1.54027864,2019
746,ARS,Argentina,2019-03-16,53.56562823,2019
16232,SAR,Arabia Saudí,2019-03-30,64.67221917,2019
13631,PEN,Perú,2019-06-04,218.5204262,2019
11454,MXN,México,2019-02-16,105.8759389,2019
12317,NGN,Nigeria,2019-02-16,907.4993502,2019
19452,VED,Estados Unidos,2019-12-14,636.7301449,2019
14108,PHP,Filipinas,2019-12-10,10.28908227,2019
11909,MYR,Malasia,2019-06-22,91.17384916,2019
1235,AUD,Australia,2019-11-30,75.49394166,2019
18400,TZS,Tanzania,2019-11-30,5.89321789,2019
17583,THB,Tailandia,2019-03-16,125.0457361,2019
15820,RUB,Rusia,2019-03-16,3555.640517,2019
5122,DOP,República Dominicana,2019-02-16,27.76088395,2019
14955,PLN,Polonia,2019-11-30,5.9168779,2019
7748,HUF,Hungria,2019-12-14,0.40004436,2019
3412,CNY,China,2019-06-04,807.5029413,2019
7344,HRK,Croacia,2019-11-30,0.17800586,2019
16233,SAR,Arabia Saudí,2019-06-04,72.80622104,2019
9005,IRR,Irán,2019-02-16,27.28538277,2019
7705,HUF,Hungria,2019-02-16,0.96799644,2019
296,AED,Emiratos Árabes Unidos,2019-02-16,33.95157412,2019
785,ARS,Argentina,2019-12-14,41.43030306,2019
3858,COP,Colombia,2019-06-22,321.2141305,2019
18393,TZS,Tanzania,2019-12-10,5.3489027,2019
11458,MXN,México,2019-03-16,101.2084034,2019
1201,AUD,Australia,2019-06-04,140.4687506,2019
5509,EGP,Egipto,2019-06-04,4.07149751,2019
15857,RUB,Rusia,2019-11-30,1228.734826,2019
9864,KES,Kenia,2019-11-30,61.27283006,2019
15407,RON,Rumanía,2019-11-30,11.41558348,2019
14495,PKR,Paquistán,2019-06-22,36.50836012,2019
5126,DOP,República Dominicana,2019-03-16,30.1679728,2019
2553,CHF,Suiza,2019-06-04,6.51504859,2019
3409,CNY,China,2019-03-16,957.774236,2019
1645,BRL,Brasil,2019-02-16,108.1566488,2019
12787,NOK,Noruega,2019-06-22,15.40270154,2019
3423,CNY,China,2019-06-22,544.8139789,2019
2994,CLP,Chile,2019-06-22,35.70124871,2019
17586,THB,Tailandia,2019-06-04,128.1366293,2019
12324,NGN,Nigeria,2019-06-04,814.1050453,2019
14078,PHP,Filipinas,2019-03-16,15.90346268,2019
11895,MYR,Malasia,2019-03-16,95.22803113,2019
5520,EGP,Egipto,2019-06-22,2.90371487,2019
18377,TZS,Tanzania,2019-06-22,6.52929541,2019
15381,RON,Rumanía,2019-01-06,18.08106701,2019
12335,NGN,Nigeria,2019-06-22,419.3200665,2019
16719,SEK,Suecia,2019-11-30,49.13333462,2019
10638,KZT,Kazajistán,2019-11-30,10.78224481,2019
11043,MAD,Marruecos,2019-11-30,10.80683446,2019
6409,GBP,Reino Unido,2019-09-03,786.3151373,2019
17578,THB,Tailandia,2019-09-02,169.1909835,2019
19815,VND,Vietnam,2019-09-02,1.39262125,2019
11906,MYR,Malasia,2019-01-06,85.04246601,2019
13220,NZD,Nueva Zelanda,2019-09-02,35.90444206,2019
9822,KES,Kenia,2019-09-02,120.3614338,2019
7704,HUF,Hungria,2019-09-02,0.95917763,2019
2096,CAD,Canadá,2019-09-02,86.80121271,2019
3404,CNY,China,2019-09-02,551.4086402,2019
15366,RON,Rumanía,2019-02-16,47.88394989,2019
7310,HRK,Croacia,2019-06-04,0.61072572,2019
13221,NZD,Nueva Zelanda,2019-02-16,34.69301238,2019
12810,NOK,Noruega,2019-11-30,13.69935527,2019
9827,KES,Kenia,2019-03-16,88.38902598,2019
6447,GBP,Reino Unido,2019-11-30,279.8815225,2019
1212,AUD,Australia,2019-06-22,66.06708257,2019
18358,TZS,Tanzania,2019-09-02,13.05856037,2019
14913,PLN,Polonia,2019-09-02,19.47974694,2019
4733,DKK,Dinamarca,2019-09-02,2.82900609,2019
19834,VND,Vietnam,2019-06-22,2.89680863,2019
7302,HRK,Croacia,2019-09-02,1.02693188,2019
303,AED,Emiratos Árabes Unidos,2019-06-04,56.56945346,2019
15815,RUB,Rusia,2019-09-02,3852.985467,2019
16685,SEK,Suecia,2019-06-04,98.91697096,2019
11890,MYR,Malasia,2019-09-02,72.09513048,2019
2975,CLP,Chile,2019-09-02,89.91225913,2019
5125,DOP,República Dominicana,2019-09-03,24.34545431,2019
299,AED,Emiratos Árabes Unidos,2019-09-03,65.65199511,2019
11001,MAD,Marruecos,2019-09-02,25.56880825,2019
13623,PEN,Perú,2019-09-02,303.4693065,2019
12358,NGN,Nigeria,2019-11-30,197.6089865,2019
4775,DKK,Dinamarca,2019-11-30,0.57354156,2019
16225,SAR,Arabia Saudí,2019-09-02,64.16636072,2019
18796,UAH,Ucrania,2019-06-04,146.359538,2019
295,AED,Emiratos Árabes Unidos,2019-09-02,65.76895744,2019
11898,MYR,Malasia,2019-06-04,121.8047042,2019
4737,DKK,Dinamarca,2019-09-03,3.7778941,2019
14917,PLN,Polonia,2019-09-03,23.86218514,2019
2564,CHF,Suiza,2019-06-22,2.01278092,2019
19408,VED,Estados Unidos,2019-09-02,2486.514121,2019
18015,TRY,Turquia,2019-06-04,12.9351448,2019
6405,GBP,Reino Unido,2019-09-02,800.6499784,2019
10232,KRW,Corea del Sur,2019-09-02,33.59186519,2019
8148,IDR,Indonesia,2019-02-16,261.8400442,2019
5121,DOP,República Dominicana,2019-09-02,33.28000934,2019
1644,BRL,Brasil,2019-09-02,97.52705266,2019
2104,CAD,Canadá,2019-06-04,101.7272304,2019
17128,SGD,Singapur,2019-09-02,43.61339205,2019
19256,USD,Estados Unidos,2019-01-06,618.2474031,2019
8598,INR,India,2019-09-02,321.670019,2019
6858,HKD,Hong Kong,2019-09-03,53.9433918,2019
9410,JPY,Japón,2019-09-03,5.82010239,2019
8602,INR,India,2019-09-03,305.1426891,2019
11009,MAD,Marruecos,2019-06-04,26.5867454,2019
9826,KES,Kenia,2019-09-03,95.12226732,2019
10604,KZT,Kazajistán,2019-06-04,21.13032402,2019
14484,PKR,Paquistán,2019-06-04,57.7988166,2019
19823,VND,Vietnam,2019-06-04,4.41940428,2019
14480,PKR,Paquistán,2019-09-03,66.9888896,2019
11461,MXN,México,2019-06-04,92.18675254,2019
16681,SEK,Suecia,2019-09-03,104.8867308,2019
